酒店评论ID,城市,酒店名称,评论日期,评论内容,入住日期,入住房型,实体编码
1102,茂名,茂名南越印象岭南文化主题酒店火车站店,2019-03-14,酒店还是一如既往的温馨，前台服务人员很热情，友好，更像家人一样，记得那天晚饭酒喝多了，经过前台，前台的妹子大概也认出我了，问我是否需要蜂蜜水解酒，我说有的话就最好，我还寻思着去哪里找一点解酒的东西，无形是雪中送炭了，回到房间刚关好房门，服务很迅速，蜂蜜水马上就来了，非常感动。洞察力太好了，非常人性化，起码在其他酒店是从来没有体验过的服务，前台的管理水平太好了，这里像家一样好。,2019-03-14,精品大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1103,茂名,茂名诚荟酒店,2019-03-15,隔音很差，卫生还是可以的,2019-03-15,豪华双人房,OOOOOOOOOOOO
1104,茂名,维也纳3好酒店(茂名沿江大厦店),2019-03-16,前台服务亲切，给升级了套房，可以正面观赏喷泉。 睡眠环境安静，大床柔软舒适。 前台还额外赠送了早餐，品种不是特别多，但是也足够了。 一次愉快的入住体验。,2019-03-16,江景大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1105,茂名,城市便捷酒店(茂名学府店),2019-03-17,环境优美，地理位置好，交通方便，房间舒适卫生，服务人员很热情，乐于提供各种帮助，早餐丰富。设施很人性化，网络高速信号好，窗外风景好。有特别的开床服务，房间小摆件的设计也很有特色。性价比不错，下次还要入住,2019-03-17,标准双人间,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1106,茂名,茂名南越印象岭南文化主题酒店火车站店,2019-03-18,很有特色的一家酒店，设计和摆设都是南越文明风格，进入酒店大堂就有一股幽香，古老物品的陈设很有亲切感，里面就是樊登书会，在大堂的沙发上就能随手拿到一本书阅读，文化气息很浓厚，房间用品的配备和摆设都很用心细致，性价比不错，干净安全，位置在繁华路段，但房间里面也很安静，对面就是文化广场，周边吃饭娱乐都很方便，很适合休息度假。,2019-03-18,行政双人间,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOBIIIOOOOOOOOOOOOOOOOOOOO
1107,茂名,维也纳国际酒店(茂名万达广场店),2019-03-19,早餐要7:30开始，我们赶路没有来得及吃，停车非常方便。,2019-03-19,豪华双床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOO
1108,茂名,茂名华燕宾馆,2019-03-20,简直惊喜，百元可以住到豪华房，房间干净宽敞明亮，装饰配色也很喜欢，一打开门心情都变好了，还包早餐，是我住过性价比最高的了,2019-03-20,豪华单人房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1109,茂名,维也纳国际酒店(茂名万达广场店),2019-03-21,酒店环境很舒适，房间的舒适度也很高，服务态度非常好，总体感觉都不错！以后出差过来的话就订这了，棒棒哒！,2019-03-21,豪华大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1110,茂名,茂名海云雁酒店,2019-03-22,酒店有停车场，酒店附近有个海滩，可以带孩子一起玩，家庭出游，朋友出游都特别赞！ 酒店附近也有很多餐厅，可以吃海鲜，性价比也还可以。,2019-03-22,高级双人房,OOOOOOOOOOOOOBIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOBIOOOOOOOOO
1111,茂名,茂名卓钰精品酒店,2019-03-23,中规中矩，还算可以。但附近超多吃的，,2019-03-23,豪华双人房,OOOOOOOOOOOOOOOOOO
1112,茂名,茂名国际大酒店,2019-03-24,酒店地理位置优越，出行方便，服务周到，前台服务小妹推荐的附近歺厅非常好吃。自驾有免费停车场。早岁比较丰富。,2019-03-24,豪华双人房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1113,茂名,茂名国际大酒店,2019-03-25,位于茂名市中心区，广百百货楼上，周边环境好，吃饭逛街都十分方便。房间宽敞舒适，床品、拖鞋舒适感佳，冲凉热水出水量大。服务态度一流，前台帅哥见我们第一次入住还带着个大小孩，主动帮忙升级了房型；大堂有专人服务，递茶水、按电梯，服务很到位！非常好的入住体验，必须狠狠地赞！,2019-03-25,豪华双人房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1114,茂名,茂名诚荟酒店,2019-03-26,这是第四次入住吧，价格便宜又干净卫生,2019-03-26,豪华大床房,OOOOOOOOOOOOOOOOOO
1115,茂名,茂名熹龙国际大酒店,2019-03-27,环境不错，下楼就是人民广场。房间内布置也很好，服务态度超级棒，交通非常便利，5星好评，下次还来住。,2019-03-27,高级双床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1116,茂名,茂名温德姆至尊酒店,2019-03-28,离高铁站八九分钟车程，旁边是商业中心，吃饭看电影很方便。免费升到行政房，房间很大，还可以泡个养生澡，很新的酒店，前台服务人员专业热情，颜值高。,2019-03-28,豪华大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1117,茂名,茂名荔晶大酒店,2019-03-29,位置优越，在市区中心，交通方便,2019-03-29,豪华房,OOOOOOOOOOOOOOO
1118,茂名,城市便捷酒店(茂名学府店),2019-03-30,挺棒的，卫生不错，东西挺齐全的，而且隔音效果不错,2019-03-30,精选大床房,OOOOOOOOOOOOOOOOOOOOOOOO
1119,茂名,维也纳国际酒店(茂名电白店),2019-03-31,都挺好的.。床和枕头都是很舒服的。乳胶床垫。和荞麦枕乳胶枕。感觉很不错。但是行政房跟豪华房差不多。就是浴室大一点。性价比不错。早餐丰富。是本地人的早餐。前台接待服务也比较周到。外面就是酒吧一条街。适合旅游和回家探亲。下次还会再来的。。,2019-03-31,标准单人房(无窗),OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1120,茂名,茂名南越印象岭南文化主题酒店火车站店,2019-04-01,环境特别好，服务也很好，卫生挺好的，附近有24小时便利店，旁边有小吃街等等，交通也方便快捷,2019-04-01,精品大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1121,茂名,城市便捷酒店(茂名学府店),2019-04-02,一进房间就有股味道，住的那两天下雨，略湿，房间不大，离学校很近是唯一的优点,2019-04-02,商务单人间,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1122,茂名,维也纳国际酒店(茂名高铁火车站店),2019-04-03,位置好，停车方便，早餐也不错，性价比比较高！位置好，停车方便，早餐也不错，性价比比较高！卫生也比较干净！,2019-04-03,标准大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1123,茂名,茂名荔晶大酒店,2019-04-04,酒店位置很不错，旁边是河东市场，二楼有购物中心，买点小吃水果很方便,2019-04-04,豪华房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1124,茂名,茂名国际大酒店,2019-04-05,春节帮同事预定的，很满意，周边环境好，吃饭逛逛都挺好，大堂有专人服务，服务很周末，非常好的入住体验。挺好。,2019-04-05,豪华双人房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1125,茂名,茂名海豚酒店,2019-04-06,环境好然后老板服务态度也好，物美价廉,2019-04-06,标准双人房,OOOOOOOOOOOOOOOOOO
1126,茂名,茂名好来登商务酒店,2019-04-07,卫生方便性价比很好，房间大,2019-04-07,豪华单人房,OOOOOOOOOOOOO
1127,茂名,茂名南越印象岭南文化主题酒店火车站店,2019-04-08,交通便利，停车方便，饮食有特色，行街有地方，干净又整洁，设施很舒适，住得很满意。,2019-04-08,南越行政大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1128,茂名,如家酒店·neo(茂名高铁火车站店),2019-04-09,交通方便，离车站也很近,2019-04-09,大床房,OOOOOOOOOOO
1129,茂名,茂名国际大酒店,2019-04-10,看网评选择的这家酒店，真心觉得不错！虽然设备不算新，但保养很干净，前台工作人员很热情。值得推荐！！,2019-04-10,豪华双人房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1130,茂名,维也纳国际酒店(茂名万达广场店),2019-04-11,非常好的一个酒店，大堂给人感觉很温馨，很温暖，前台服务员也很亲切，房间的设施设备在电白来说相对是非常好的，酒店对面就是一个汽车站，坐车还挺方便的，吃饭的话，酒店旁边还有个海鲜城可以吃饭，早餐很给力，菜品有十多种，问有没有早餐，他们前台人员都会给我们赠送，在这里找到了家一样的感觉，我们需要晾衣服，放在房子里面怕不干，然后通知了前台，前台又帮我们解决帮我们拿出去晾，性价比很高的一个酒店，推荐！！,2019-04-11,豪华大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOBIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1131,茂名,茂名柏丽酒店,2019-04-12,酒店早餐和周边早餐都挺方便,2019-04-12,商务双人房,OOOOOOOOOOOOO
1132,茂名,茂名万达广场雅斯特国际酒店,2019-04-13,房价不包含早餐，可以到二楼吃早茶。,2019-04-13,豪华单人房,OOOOOOOOOOOOOOBIO
1133,茂名,城市便捷酒店(茂名学府店),2019-04-14,酒店地理位置不错，离汽车站火车站都挺近的,2019-04-14,特价商务单人房,OOOOOOOOOOOOOOOOOOOO
1134,茂名,城市便捷酒店(茂名学府店),2019-04-15,酒店位置很棒，房间很不错挺干净的，总体感觉很棒哈哈哈,2019-04-15,金墩大床房,OOOOOOOOOOOOOOOOOOOOOOOOOO
1135,茂名,茂名海豚酒店,2019-04-16,环境挺好的，服务态度不错,2019-04-16,标准单人房,OOOOOOOOOOOO
1136,茂名,茂名国际大酒店,2019-04-17,地理位置城区中心，环境干净舒适。早餐广东口味，不错！停车场方便，车位多。房间有果盘送，很贴心。前台办入住时有茶水送。,2019-04-17,豪华双人房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1137,茂名,维也纳国际酒店(茂名万达广场店),2019-04-18,茂名出差，看着也不远，就直接过来了，酒店很新，前台接待免费升级行政房。比茂名便宜很多，送了免费早餐，推荐！,2019-04-18,豪华大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1138,茂名,维也纳国际酒店(茂名万达广场店),2019-04-19,酒店环境可以，万达还没有开，周边有吃饭的地方，打车也很方便。有停车场，很适合自驾的朋友。楼下有足疗，没有尝试。,2019-04-19,豪华双床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1139,茂名,维也纳3好酒店(茂名沿江大厦店),2019-04-20,酒店位置不错，在房间就可以看到江心的音乐喷泉，还是很震撼的。出行也方便，只是周边没有大型超市，小吃店也不是很多。,2019-04-20,江景大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1140,茂名,茂名途遇精品酒店,2019-04-21,还不错，房间挺精致的,2019-04-21,特色主题房,OOOOOOOOOO
1141,茂名,茂名零六六八公寓,2019-04-22,有点远，买东西不方便,2019-04-22,普通单人房,OOOOOOOOOO
1142,茂名,Q加·茂名大喜假日酒店,2019-04-23,干净卫生，优雅舒适！,2019-04-23,蜜月房,OOOOOOOOOO
1143,茂名,维也纳国际酒店(茂名万达广场店),2019-04-24,房间很宽，床单被套都很新，洗手间也很干净，住得很舒服，服务员的服务态度也不错，物超所值，下次出游还会选维也纳酒店,2019-04-24,豪华大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1144,茂名,城市便捷酒店(茂名学府店),2019-04-25,还可以就是不能选房间,2019-04-25,金墩双人间(无窗),OOOOOOOOOO
1145,茂名,茂名华燕宾馆,2019-04-26,酒店干净，设施齐全，位置中心，赞,2019-04-26,豪华单人房,OOOOOOOOOOOOOOOO
1146,茂名,维也纳国际酒店(茂名万达广场店),2019-04-27,早餐的品种少了点，但能吃饱，服务员的态度不错，房间干净，卫生做的也很干净，前台的工作人员也挺热情，到了每一个城市，我都选择入住维也纳酒店。,2019-04-27,豪华双床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOBIOOOOOOOOOOOOO
1147,茂名,茂名栈泉酒店,2019-04-28,卫生打扫的非常干净热情服务效率高,2019-04-28,标准大床房,OOOOOOOOOOOOOOOO
1148,茂名,城市便捷酒店(茂名学府店),2019-04-29,离学校近，出差，环境可以,2019-04-29,金墩大床房,OOOOOOOOOOOO
1149,茂名,茂名国际大酒店,2019-04-30,酒店的早餐不错，中西合璧，房间比较大，就是位于市中心，老牌五星酒店，中规中矩，服务好，有自己的停车场停车方便。,2019-04-30,豪华大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1150,茂名,茂名国际大酒店,2019-05-01,我们去海边玩，路过茂名市区，超级大的房间。干净卫生，值得推荐。,2019-05-01,豪华双人房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1151,茂名,尚客优连锁酒店(茂名高铁火车站店),2019-05-02,环境很好，干净卫生，因为特惠房没有了大床，只有双床，服务员还送了我一张早餐卷,2019-05-02,特惠房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1152,茂名,维也纳国际酒店(茂名万达广场店),2019-05-03,可以说是体验非常好了，房间很大，也没有异味，前台小姐姐人漂亮态度也非常的好，离酒店不远有个电海中学，学校后门那里有条小吃街，炒鸡多好吃的，下次还去那边游玩的话估计我还是会选择这家。,2019-05-03,标准大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1153,茂名,茂名观海楼假日酒店,2019-05-04,定的是海景房，位置超赞的，一出阳台就能看见无敌海景，感受海风拂面，而且价格也很实惠，有可能是旅游淡季的原因吧。,2019-05-04,无敌海景双床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1154,茂名,城市便捷酒店(茂名学府店),2019-05-05,早上隔壁小孩太吵了，扰人清梦。隔音效果不是挺好。电视差评，里面能完整播放的电影不多，电视没有VIP。,2019-05-05,金墩双人间(无窗),OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOIOO
1155,茂名,茂名海豚酒店,2019-05-06,第一滩的水挺清的，沙子也细，美中不足就是垃圾清理不及时，塑料袋很多。如果茂名可以组织一些清理垃圾保护海滩的活动就好了,2019-05-06,标准单人房,BIIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOBIOOOOOO
1156,茂名,维也纳国际酒店(茂名万达广场店),2019-05-07,地理位置方便，酒店很新设施齐全,2019-05-07,豪华大床房,OOOOOOOOOOOOOOO
1157,茂名,维也纳国际酒店(茂名高铁火车站店),2019-05-08,酒店位置在市中心地带，汽车客运站、动车站近在咫尺，交通出行很方便，房间环境舒适，整洁干净，早餐品种多，下次还选择维也纳酒店。,2019-05-08,商务双床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1158,茂名,茂名国际大酒店,2019-05-09,第一次入住，服务出乎意料地好。在前台办理入住等候的时候，大堂服务员会拿茶过来。入住后，因为房间临街晚间施工，打电话询问前台会施工到几点，其实道路施工不是酒店的问题，但酒店直接升级了套房并安排了面向停车场一侧的房间，晚上就比较安静。另外套房有功夫茶具，茶叶另外收费，作为广东人试了其中一款，茶叶价格挺合理的。早餐还有粤西特色的捞粉。要说有什么需要改进的就是我房间床头一排的插座都坏了，酒店可能没有检查，入住期间手机都放在了洗手间充电。整体瑕不掩瑜，以后去茂名就住这家了。,2019-05-09,豪华双人房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1159,茂名,茂名荔晶大酒店,2019-05-10,价格挺优惠了，房间面积够大，位置属于中心区域，有配套停车场，早餐不算太丰盛，也足够满足要求，下次还会选择这里。,2019-05-10,豪华房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1160,茂名,维也纳国际酒店(茂名高铁火车站店),2019-05-11,商务出差，要在茂名站附近住宿的话，这里算不错，一是环境与卫生还不错，关键是厕所够干净，然后没有异味，二是过去茂名站也很方便，楼下有影城、好吃哒还有便利店，不需要走很远,2019-05-11,商务大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1161,茂名,茂名海云雁酒店,2019-05-12,总体可以 干净 性价比很合理 海边的酒店 不错了，就是房间的冲凉的水时冷时热难以调教 不知道为什么。,2019-05-12,高级双人房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1162,茂名,茂名红金鼎商务宾馆,2019-05-13,还行，性价比高。。。。。。,2019-05-13,高级单人房(带电脑),OOOOOOOOOOOOO
1163,茂名,茂名南越印象岭南文化主题酒店火车站店,2019-05-14,不错的酒店，装修风格很有特色。地处茂名市中心周边饮食很方便。,2019-05-14,精品大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1164,茂名,茂名国际大酒店,2019-05-15,1：晚上七点多到店，前台一个女服务员先开了859房.刚准备接房卡，旁边一个男的（可能是领班吧）不知想什么叫开房的服务员收回，该女前台说859房马桶坏了，换826房吧，看到我不开心，这个男的服务员过来解释，说859的镜灯坏了，所以换房灬可笑不，今后麻烦你们二人统一口径，这样让客人也舒服点！上了楼，问一下楼层的服务员，说859房大点安静点灬真无滘！ 2：卫生间淋浴房竞然墙上有头发，见图片灬大倒胃口,2019-05-15,豪华双人房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1165,茂名,茂名名晟宾馆,2019-05-16,酒店附近吃饭的餐厅多菜品很不错，早餐也很丰富，品种较多，味道也挺不错的。酒店的位置非常好，出行十分方便，酒店还可以代叫出租车，周围有公交车站。,2019-05-16,豪华单人房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1166,茂名,茂名柏丽酒店,2019-05-17,周边环境很棒，不吵闹，房间超级大，卫生也做得很好，前台接待人员态度很好，也有耐心。下次住酒店还会来。,2019-05-17,豪华双人房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
